IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.168.17,2082,2082,false,SIN,Asia Pacific,Singapore,254,9.19
47.76.189.102,2053,2053,true,HKG,Asia Pacific,Hong Kong,15,9.16
47.236.150.13,8880,8880,false,SIN,Asia Pacific,Singapore,250,9.11
47.236.169.164,2052,2052,false,SIN,Asia Pacific,Singapore,250,9.05
47.237.92.26,2095,2095,false,SIN,Asia Pacific,Singapore,248,9.01
47.236.180.24,8080,8080,false,SIN,Asia Pacific,Singapore,253,9.00
8.219.50.180,2095,2095,false,SIN,Asia Pacific,Singapore,250,8.97
47.236.172.95,2086,2086,false,SIN,Asia Pacific,Singapore,268,8.96
47.236.170.54,2096,2096,true,SIN,Asia Pacific,Singapore,245,8.89
47.237.83.20,2053,2053,true,SIN,Asia Pacific,Singapore,244,8.78
47.236.180.24,2095,2095,false,SIN,Asia Pacific,Singapore,253,8.75
8.219.202.130,2095,2095,false,SIN,Asia Pacific,Singapore,253,8.75
8.222.179.231,8880,8880,false,SIN,Asia Pacific,Singapore,255,8.74
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,245,8.71
8.222.179.231,80,80,false,SIN,Asia Pacific,Singapore,249,8.70
8.222.244.192,2095,2095,false,SIN,Asia Pacific,Singapore,252,8.68
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,251,8.64
8.217.123.243,2083,2083,true,HKG,Asia Pacific,Hong Kong,12,8.55
47.236.97.90,8080,8080,false,SIN,Asia Pacific,Singapore,252,8.54
47.236.97.90,2082,2082,false,SIN,Asia Pacific,Singapore,254,8.51
47.236.205.188,8880,8880,false,SIN,Asia Pacific,Singapore,248,8.45
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,261,8.41
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,254,8.41
47.236.80.110,80,80,false,SIN,Asia Pacific,Singapore,245,8.37
8.219.191.40,2086,2086,false,SIN,Asia Pacific,Singapore,249,8.34
8.219.87.30,8080,8080,false,SIN,Asia Pacific,Singapore,249,8.30
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,246,8.30
8.218.81.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,15,8.27
47.236.170.225,8443,8443,true,SIN,Asia Pacific,Singapore,248,8.06
47.236.180.24,2096,2096,true,SIN,Asia Pacific,Singapore,249,8.01
8.219.49.65,2086,2086,false,SIN,Asia Pacific,Singapore,247,7.97
47.236.144.48,2086,2086,false,SIN,Asia Pacific,Singapore,249,7.97
47.236.75.152,2095,2095,false,SIN,Asia Pacific,Singapore,242,7.94
47.76.222.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,13,7.93
47.237.84.173,8080,8080,false,SIN,Asia Pacific,Singapore,249,7.91
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,250,7.90
8.219.189.143,2082,2082,false,SIN,Asia Pacific,Singapore,251,7.82
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,249,7.82
47.236.170.225,2053,2053,true,SIN,Asia Pacific,Singapore,256,7.82
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,252,7.81
47.237.125.8,8080,8080,false,SIN,Asia Pacific,Singapore,258,7.80
47.245.102.52,2082,2082,false,SIN,Asia Pacific,Singapore,252,7.77
47.237.95.13,2083,2083,true,SIN,Asia Pacific,Singapore,248,7.75
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,251,7.71
47.236.121.23,2095,2095,false,SIN,Asia Pacific,Singapore,252,7.71
47.236.10.182,2083,2083,true,SIN,Asia Pacific,Singapore,254,7.69
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,292,7.67
47.238.6.102,2052,2052,false,HKG,Asia Pacific,Hong Kong,90,7.63
47.236.83.239,8880,8880,false,SIN,Asia Pacific,Singapore,250,7.54
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,250,7.54
47.237.8.82,8880,8880,false,SIN,Asia Pacific,Singapore,252,7.52
47.236.171.205,2095,2095,false,SIN,Asia Pacific,Singapore,254,7.52
47.236.146.249,2083,2083,true,SIN,Asia Pacific,Singapore,255,7.51
47.236.205.188,2086,2086,false,SIN,Asia Pacific,Singapore,252,7.42
47.236.93.176,2082,2082,false,SIN,Asia Pacific,Singapore,248,7.41
8.219.202.130,2086,2086,false,SIN,Asia Pacific,Singapore,250,7.40
8.219.60.54,2087,2087,true,SIN,Asia Pacific,Singapore,257,7.30
47.236.149.107,80,80,false,SIN,Asia Pacific,Singapore,268,7.25
47.236.170.225,8080,8080,false,SIN,Asia Pacific,Singapore,255,7.25
47.236.189.92,2053,2053,true,SIN,Asia Pacific,Singapore,258,7.21
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,249,7.20
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,250,7.17
47.236.87.246,8880,8880,false,SIN,Asia Pacific,Singapore,252,7.17
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,255,7.16
47.236.9.152,2053,2053,true,SIN,Asia Pacific,Singapore,256,7.08
47.237.0.31,2052,2052,false,SIN,Asia Pacific,Singapore,250,7.08
47.237.92.26,2096,2096,true,SIN,Asia Pacific,Singapore,248,7.07
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,251,7.06
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,253,7.02
8.222.214.231,80,80,false,SIN,Asia Pacific,Singapore,824,7.01
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,267,7.01
47.236.169.164,2083,2083,true,SIN,Asia Pacific,Singapore,263,6.97
47.237.95.146,2052,2052,false,SIN,Asia Pacific,Singapore,251,6.96
47.236.102.102,2053,2053,true,SIN,Asia Pacific,Singapore,250,6.96
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,249,6.95
47.236.170.225,2087,2087,true,SIN,Asia Pacific,Singapore,246,6.94
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,249,6.93
47.236.253.41,8880,8880,false,SIN,Asia Pacific,Singapore,249,6.90
8.222.193.65,8443,8443,true,SIN,Asia Pacific,Singapore,247,6.83
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,251,6.82
47.236.164.215,2096,2096,true,SIN,Asia Pacific,Singapore,245,6.75
47.76.222.57,2053,2053,true,HKG,Asia Pacific,Hong Kong,12,6.74
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,250,6.72
47.237.86.185,8080,8080,false,SIN,Asia Pacific,Singapore,252,6.69
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,253,6.68
